notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/8/2015,Plant Closing,"Sodexo, Inc. - Hospitality  Services at Niagara University","Vincentian Drive, Clet Dining  Hall Niagara University, NY 14109",Erie County,(716) 286-8397,Food Services,167,167,6/1/2015,Loss of contract,UFCW District Union Local One,Plant Closing
4/10/2015,Plant  Closing,"Vanilla Fudge, LLC, Sweet  Dream Desserts, LLC and Great American Dessert Company LLC d/b/a","GAD Bakeries 58-42 Maurice Avenue Maspeth, NY 11378",Queens County,(718) 894-3494  Ext 12,Bakery,75,75,7/10/2015,"Relocation of operations to Burlington, NJ","Bakery, Confectionary, Tobacco and Grain Millers  International Union, AFL-CIO, Local 53",Plant Closing
4/9/2015,"Plant  
Unit
 Closing",Jefferies LLC - Bache  Division,"520 Madison Avenue, 10th  Floor New York, NY 10022",New York County,(212) 284-2070,Brokerage and Clearing services,120,120,to,Economic,Bumping  rights are not recognized. The affected  employees are not represented by any union.,"Plant 
Unit
 Closing"
9/5/2014,Plant Layoff,Jefferies LLC - Bache  Division,"520 Madison Avenue, 10th  Floor New York, NY 10022",Suffolk County,(314) 493-7110,Commercial Packaging Operations-Pharmaceuticals,446,----,90,Purchased by Actavis – relocation of most of its operations to New Jersey,Affected employees are not represented by a union.,Plant Layoff
4/6/2015,Plant Layoff,Jefferies LLC - Bache  Division,"520 Madison Avenue, 10th  Floor New York, NY 10022",New York County,(212) 846-1191,Subscription Television Services,18,,to,Restructuring,There will not be any bumping rights for the affected employees. The affected employees are not represented by any union.,Plant Layoff
4/7/2015,Plant  Closing,Sears Holdings Corporation,"Retail Store & Auto  Center Units 02603 & 06639 Rt 5 & 5A Sangertown Sq New Hartford, NY 13413",Oneida County,(847) 286-2500,Retail Store and Auto Center,109,109,on,Economic,No union organization at this facility and there are no applicable bumping or transfer  rights.,Plant Closing
9/25/2014,Plant Closing,"Fenner Precision, Inc.","852 Kensington Avenue Buffalo, NY 14215",Erie County,(717) 664-8239,Custom Polyurethane Products,60,60,layoffs,Economic,"Teamsters 449 - 
No union presence after 1/1/2015",Plant Closing
3/30/2015,Plant Layoff,Eastman Kodak Company  (Eastman Business Park),"1669 Lake Avenue Rochester, NY 14650",Monroe County,(585) 781-1896,Photographic equipment and Supplies,2,,6/27/2015,Economic,The affected  workers are not represented by a union.,Plant Layoff
4/1/2015,Plant  Closing,SCO Family of Services,"@ The Renaissance Men's  Shelter 599 Ralph Avenue Brooklyn, NY 11223",Kings County,(516) 671-1253,Men's Shelter,34,34,7/1/2015,Transition of services to another agency,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
4/1/2015,Plant Layoff,Duralee Fabrics Ltd.,"1775 5th Avenue Bay Shore, NY 11706",Suffolk County,(631) 273-8800 Ext 4216,Decorative Fabric Designers,64,,To,"Relocation to Morganton, NC facility",Bumping  rights do not exist.,Plant Layoff
3/30/2015,Plant Layoff,Center for Educational  Innovation (CEI),"28 West 44th Street, Suite  300 New York, NY 10036",New York County,(212) 302-8800,Educational Support Services,32,110,7/1/2015,Loss of  a New York City Department of Education contract,The affected  workers are neither unionized nor impacted by bumping rights.,Plant Layoff
3/24/2015,Plant Closing,"Volunteers of America-Greater  New York, Inc.","(Keener Assessment & Rapid Rehousing  Shelter) One Keener Building Ward's Island, NY 10035",New York County,(212)  369-8900 ext. 6201,Homeless shelter facility,39,39,6/30/2015,The Department of Homeless Services awarded  the contract for the Keener General Population Shelter to another service  provider.,Affected  workers are not represented by a union.,Plant Closing
3/9/2015,Plant Layoff,Richmond University Medical  Center (RUMC),"355 Bard Avenue Staten Island, NY 10310",Richmond County,(718) 818-2438,Security Guard Services for RUMC,31,,6/9/2015,"Outsourcing security guard services to  AlliedBarton Security Services.
Agreement between Allied Barton and Richmond University Medical Center has been terminated and as a result  there is no outsourcing or layoff planned.",There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
3/31/2015,Plant Closing,LifeMed Pharmacy LLC,"447 Doughty Boulevard Inwood, NY 11096",Nassau County,(954) 798-5261,Institutional pharmacy that provides medications to residents of skilled nursing facilities.,65,65,5/31/2015,Sale of company,Amalgamated Local  Union No. 298,Plant Closing
3/26/2015,Possible Plant Closing,"DAL Global Services, LLC @  Etihad Airways - Kennedy International Airport","Etihad Airways at John F.  Kennedy International Airport Jamaica, NY",Queens County,(718) 704-2575,"Supplier of passenger, security and ground services  for Etihad",122,122,5/31/2015,Possible loss of contract with Etihad,The affected  workers are not represented by a union.,Possible Plant Closing
3/25/2015,Plant Closing,"Sodexo, Inc. (@Siena College)","515 Loudon Road, Serra Hall Loudonville, NY 12211",Albany County,(518) 365-4670,Food Services,193,193,6/1/2015,Loss of contract to AVI Food Systems,The affected workers are not represented by a union.,Plant Closing
3/27/2015,Plant Closing,"Grandpa's Bus  Co., Inc.","145-40 155th  Street Jamaica, NY 11434",Queens County,(718) 738-7373,Transportation  Services,29,(2733,6/26/2015,Non-renewal of contract with New York City  Department of Education,"Amalgamated  Transit Union, Local 1181-1061, AFL-CIO and  Local Union No. 91, United Crafts and Industrial Union",Plant Closing
3/17/2015,Plant Closing,"Jofaz Transportation, Inc.","1 Coffey Street Brooklyn, NY 11231",Kings County,(718) 852-0286,Transportation,350,350,6/30/2015,Loss of Contract with NYS Department ofEducation,Teamsters Local 553,Plant Closing
3/11/2015,Plant Layoff,"Viacom International, Inc. (VII)","Viacom Inc. 1515 Broadway New York, NY 10036",New York County,(212) 846-1191,Subscription Television Services,240,,to,Restructuring,There will  not be any bumping rights for the affected employees. The affected employees are not represented by any union.,Plant Layoff
3/25/2015,Plant Closing,"Skyline Tours, LLC","221 West 37th Street New York, NY 10028",New York County,(212) 299-4915,Transportation services,60,60,3/25/2015,Economic  - Sale of company's assets,"Local 621, UCTIE",Plant Closing
3/24/2015,Plant Layoff,Eastman Kodak Company  (Eastman Business Park),"1669 Lake Avenue Rochester, NY 14650",Monroe County,(585) 781-1896,Photographic equipment and Supplies,2,,6/21/2015,Economic,The affected  workers are not represented by a union.,Plant Layoff
3/27/2015,Plant Closing,Milestone School for Child  Development,"15 Hanover Place Brooklyn, NY 11201",Kings County,(347) 916-0333 ext. 4246,School,73,73,6/24/2015,Economic,None of the  affected workers are represented by a union.,Plant Closing
3/26/2015,Plant Closing,Milestone School for Child  Development,"15 Hanover Place Brooklyn, NY 11201",Bronx County,(718) 373-8930,Transportation services,349,349,6/30/2015,Non renewal of contract with New York City Department of Education,Division 1181 A.T.U.,Plant Closing
3/26/2015,Plant Closing,Milestone School for Child  Development,"15 Hanover Place Brooklyn, NY 11201",Richmond/Queens/Bronx County,(718) 984-8077,Transportation services,519,519,6/26/2015,Non renewal of contract with New York City Department of Education.,Local 1181 A.T.U.,Plant Closing
3/27/2015,Plant Closing,Milestone School for Child  Development,"15 Hanover Place Brooklyn, NY 11201",Monroe County,(212) 270-7362,Chase Mortgage Banking,390,390,6/24/2015,Economic,"The employees affected are not represneted by a union, and bumping rights do not exist.",Plant Closing
3/20/2015,Plant  Closing,Carrier Corporation,"6304 Thompson Road Bldg TR-2 Syracuse, NY 13221",Onondaga County,(315) 432-3681,Warehouse – Performance Parts Group,58,76,To,Relocation,Sheet Metal Workers International Local 58,Plant Closing
3/17/2015,Plant Closing,"3rd Avenue Transit, Inc.","1 Coffey Street Brooklyn, NY 11231",Kings County,(718) 852-0286,Transportation,60,60,6/30/2015,Loss of Contract with NYS DOE,Local 91,Plant Closing
3/20/2015,Plant Closing,Homes for the Homeless (HFH),"521 West 49th Street New York, NY 10019",New York County,(212) 529-5252,Social Services Organization,34,34,6/30/2015,Economic,International Union of Journeymen and Allied Trades  Local 726,Plant Closing
3/9/2015,Plant Closing,Daikin Applied,"4900 Technology Park  Boulevard Auburn, NY 13021",Cayuga County,(315) 282-6296,Air conditioning manufacturing,2,,(4th,Economic,"United Steelworkers, Local 32",Plant Closing
3/19/2015,Plant  Layoff,Eastman Kodak,"Kodak Research Labs 1999 Lake Avenue Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,6/16/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3/23/2015,Plant  Closing,"Visiting Nurses Association  of Long Island, Inc.","100 Garden City Plaza #100 Garden City, NY 11530",Nassau County,(516) 739-1270 Ext 203,Nursing Services,93,93,to,Economic,No union affiliation.,Plant Closing
3/18/2015,Plant  Closing,HHH Home Care Inc.,"2100 Bartow Avenue Bronx, NY 10475",Bronx County,(914) 989-7876,Home Health Care Services,72,72,To,Cessation of management services to Licensed Home Care Services Agency,1199 SEIU,Plant Closing
3/14/2015,Plant  Closing,Metro Cable Communications  Inc.,"2658 Borough Place Woodside, NY 11377",Queens County,(718) 606-7302,"Cable & Satellite Television, Telecommunications  Services",226,226,to,Economic,International Brotherhood of Electrical Workers (IBEW)  Local 3,Plant Closing
3/17/2015,Plant  Closing,Novartis Pharmaceuticals  Corporation,"25 Old Mill Road Suffern, NY 10901",Rockland County,(845) 368-6086,Pharmaceutical Manufacturing,89,----,4th,Economic,No union representation; bumping arrangements are not available for affected  employees.,Plant Closing
1/29/2015,Plant  Closing,ConAgra Foods Inc.,"aka The Carriage House Companies, Inc. 196 Newton Street Fredonia, NY",Chautauqua County,(716) 673-8265,Manufacturing plant,11,,5/2/2015,Economic,National  Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Plant Closing
3/12/2015,Plant  Layoff,"Dayton Rogers of New York,  LLC","150 Fedex Way Rochester, NY 14624",Monroe County,(585) 349-9319,Metal Forming - Engineering and Manufacturing division,35,39,6/12/2015,Economic,UAW Local 1097,Plant Layoff
3/13/2015,Plant  Closing,Morris Okun Inc.,"New York City Terminal Market Hunts Point Bronx, NY 10474",Bronx County,(718) 589-7700,Warehouse,115,115,6/12/2015,Sale of site to Katzman Produce Inc.,"Local 202 IBT or OPEIU, Locval 153",Plant Closing
11/11/2014,Plant Closing,Daikin Applied,"4900 Technology Park  Boulevard Auburn, NY 13021",Cayuga County,(315) 282-6296,Air conditioning manufacturing,33,280,(3rd,Economic,"United Steelworkers,  Local 32",Plant Closing
3/5/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,3,,6/2/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3/4/2015,Plant Unit Closing,"DAL Global Services, LLC","Delta Air Lines – Airline  Services John F Kennedy International  Airport Jamaica, NY",Queens County,(404) 715-8867,Airline cabin and baggage handling services,621,621,6/1/2015,Loss of contract with Delta Airlines to Air Serv Corporation,No bumping  rights are provided.,Plant Unit Closing
3/6/2015,Plant  Closing,Soft Card,"230 Park Avenue, 27th Floor New York, NY 10169",New York County,(972) 674-8590,Computer and software products,41,41,6/6/2015,Economic,There is no  union and no bumping rights exist.,Plant Closing
2/25/2015,Plant  Closing,Cache Inc.,"256 West 38th Street, 2nd  Floor New York, NY 10018",New York County,(212) 789-1333,Administrative Offices,103,103,To,Bankruptcy,There are no  bumping rights at this facility. The  affected employees at this facility are not represented by any union.,Plant Closing
3/4/2015,Plant Layoff,"Ferguson NY Metro, Inc.","152 41st St Brooklyn, NY",Kings County,(757) 989-2992,Supplier of mechanical pipe supplies and general  machining,12,,6/5/2015,Economic,"UFCW Local 888, Enterprise Association Steamfitters  Local 638, Plumbing % Heating Wholesalers Employers Association, Inc.",Plant Layoff
3/5/2015,Plant  Closing,Phoenix House Westchester  Academy,"3151 Stoney Street Shrub Oak, NY 10588",Westchester County,(718) 222-6649,Drug Rehabilitation,56,57,Expected,Economic,Bumping rights  do not exist. No union representative.,Plant Closing
3/3/2015,Plant Unit Closing,Phoenix House Westchester  Academy,"3151 Stoney Street Shrub Oak, NY 10588",New York County,(718) 505-4750,Airline cabin services,178,178,"6/1/2015,or",Loss of contract to Gate Aviation,Bumping rights do not exist.,Plant Unit Closing
10/6/2014,Plant Closing,Phoenix House Westchester  Academy,"3151 Stoney Street Shrub Oak, NY 10588",Queens County,(718) 430-2541,Substance Abuse Treatment,57,57,3/29/2015,Montefiore Medical Center will take over facilities,"1199 SEIU, New York State Nurses Association",Plant Closing
3/2/2015,Plant Unit Closing,Phoenix House Westchester  Academy,"3151 Stoney Street Shrub Oak, NY 10588",Steuben County,(615) 301-7100,Marketing Consulting Services,120,,4/27/2015,Departure of a client campaign,There are no bumping rights.,Plant Unit Closing
2/26/2015,Plant Layoff,Phoenix House Westchester  Academy,"3151 Stoney Street Shrub Oak, NY 10588",Monroe County,(585) 781-1896,Photographic equipment and supplies,3,,5/26/2015,Economic,Bumping rights do not exist.,Plant Layoff
2/26/2015,Plant Closing,Phoenix House Westchester  Academy,"3151 Stoney Street Shrub Oak, NY 10588",Queens County,(347) 624-5602,Hotel,44,44,on,Economic,"New York Hotel & Motel Trades Council, AFO-CIO, UNITE HERE",Plant Closing
2/23/2015,Plant Closing,,"Federation Employment and Guidance Services, Inc. Health and Human Services 315 Hudson Street New York, NY 10013",New York/Kings/Queens/Bronx County,(212) 366-8319,Health and Human Services,206,1067,Commencing,Company Restructuring,"District Council 1707, CSAEU, AFSCME, AFL-CIO, Local 215",Plant Closing
1/29/2015,Plant Closing,,"Federation Employment and Guidance Services, Inc. Health and Human Services 315 Hudson Street New York, NY 10013",Suffolk County,(847) 286-2500,Retail Store and Auto Center,134,144,5/3/2015,Economic,There is no union organization at the facility and there are not applicable bumping or transfer rights.,Plant Closing
2/18/2015,Plant Closing,,"Federation Employment and Guidance Services, Inc. Health and Human Services 315 Hudson Street New York, NY 10013",Bronx County,(212) 524-5606,Home Care Services,80,80,Commencing,Termination of contract with NYC Administation for for Children’s Services (ACS),"District Council 1707, CSAEU, AFSCME<, AFL-CIO, Local 215",Plant Closing
2/19/2015,Plant  Closing,Community National Bank,"200 Middle Neck Road Great Neck, NY 11021",Nassau County,(516) 498-9111,Financial,31,31,on,Sale of business to Bridgehampton National Bank,Affected  employees are not represented by a union.,Plant Closing
2/18/2015,Plant  Unit Closing,Peninsula Counseling Center,"Valley Stream Article 31  Clinic 50 West Hawthrone Avenue Valley Stream, NY 11580",Nassau County,(718) 559-0529,Counseling Center,77,77,-----,Economic,Affected  employees are not represented by a union.,Plant Unit Closing
2/17/2015,Plant  Layoff,Trulia Inc.,"55 5th Avenue Suite 1703 New York, NY 10003",New York County,(425) 952-5856,Real Estate,7,,4/20/2015,Economic,Bumping rights  do not exist for these job classifications.  No labor unions represent any of the affected employees.,Plant Layoff
2/12/2015,Plant Layoff,Bank of America,"222 Broadway New York, NY 10038",New York County,(202) 661-7130,Financial,35,,5/13/2015,Economic,Associates are  not represented by a Union.,Plant Layoff
12/30/2014,Plant  Closing,Olympus Imaging America Inc.  and Olympus Corporation of the Americas,"400 Rabro Drive Hauppauge, NY 11788",Suffolk County,(484) 896-5060,Camera Service and repair,41,41,To,Economic,"No union representation and no applicable  policies for transfer, bumping or reassignment rights.",Plant Closing
2/12/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,2,,5/12/2015,Economic,Bumping rights  do not exist.,Plant Layoff
7/28/2014,Plant Closing,Rivington House,"The Nicholas A. Rango  Healthcare Facility 45 Rivington Street New York, NY 10002",New York County,(212) 337-5781,Residential  facility,158,204,Layoffs,Purchased by the Allure Group effective 2/10/2015,"Special and  Superior Officer Benevolent Association, 1199 SEIU United Healthcare Workers  East",Plant Closing
2/12/2015,Plant Closing,"CreatetheGroup, Inc.","116 West Houston Street New York, NY 10012",New York County,(646) 442-8502,"Web Site Design & Services, Computer System  Designers & Consultants",38,38,5/15/2015,Economic,The Company  does not recognize “bumping rights” that would allow affected employees to  displace other employees based on seniority or any other factor.,Plant Closing
2/2/2015,Plant Closing,Jack Spade and Kate Spade  Saturday,"2 Park Avenue New York, NY 10016",New York County,(212) 739-6539,Designer Clothing,47,47,Layoffs,Brand overhaul,The affected  employees are not represented by a union.,Plant Closing
1/26/2015,Plant Layoff,Gamma North Corporation,"13595 Broadway Alden, NY 14004",Erie County,(905) 695-6996,Building Contractors,81,99,To,Economic,IUPAT Painters District Council #4,Plant Layoff
2/5/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,5/5/2015,Economic,Bumping rights  do not exist.,Plant Layoff
1/29/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,3,,4/28/2015,Economic,Bumping rights  do not exist.,Plant Layoff
2/4/2015,Plant  Closing,Pfizer Inc.,"64 Maple Street Rouses Point, NY 12979",Clinton County,(845) 602-3611,Pharmaceuticals,8,,To,Economic,Local 95c International Chemical Workers Union/UFCW,Plant Closing
1/29/2015,Plant  Closing,Jones Apparel (US) LLC,"Jones New York Brand 1411 Broadway New York, NY 10018",New York County,(212) 790-9969,Apparel (business operations),199,199,to,Economic,There will not  be any bumping rights. None of the  affected employees are represented by a labor union.,Plant Closing
1/29/2015,Plant  Unit Closing,Sitel Operating Corporation,"101 Canada Road Painted Post, NY 14870",Steuben County,(615) 301-7100,Marketing Consulting Services,278,500,-----,Departure of a client campaign,There are no  bumping rights.,Plant Unit Closing
1/30/2015,Plant  Unit Closing,"Pyramid Management Group, LLC","Carousel Center Co. LP, Destiny USA Careers for  Tomorrow, LLC 9090 Destiny USA Drive Syracuse, NY 13204",Onondaga County,(315) 634-7822,Janitorial Services,50,50,5/1/2015,Outsourcing janitorial services,Employees are  not represented by a union and do not have any bumping rights.,Plant Unit Closing
2/3/2015,,Fujitsu Frontech North  American Inc. (FFNA),"651 Route 3 Plattsburgh, NY 12901",Clinton County,(949) 855-5550,Computer Systems Analysis and Design,38,,5/4/2015,Corporate reorganization - sale to Fujitsu America  Inc.,Bumping rights do not exist.,Plant Layoff
1/15/2015,Plant Layoff,Fujitsu Frontech North  American Inc. (FFNA),"651 Route 3 Plattsburgh, NY 12901",Monroe County,(585) 781-1896,Photographic equipment and supplies,2,,Between,Economic,Bumping rights do not exist.,Plant Layoff
1/20/2015,Plant Layoff,"Maximus, Inc.","3750 Monroe Avenue, Suite 700 Pittsford, NY 14534",Monroe County,(585) 348-3107,Medicaid and Medicare Service Contracts,52,,4/19/2015,Fulfillment  of Contract obligations under QIC Part A- West  Contract,No bumping  rights exist.,Plant Layoff
1/22/2015,Plant Layoff,Eastman Kodak Company (Eastman Park),"1669 Lake Avenue Rochester, NY 14650",Monroe County,(585) 781-1896,Photographic equipment and Supplies,1,,4/21/2015,Economic,Non-union. Bumping rights do exist.,Plant Layoff
1/23/2015,Plant Closing,Garda Cash Logistics,"1640 Veterans Memorial  Highway Central Islip, NY 11722",Suffolk County,(718) 289-2900 Ext 537151,Armored car service,86,86,4/23/2015,Consolidation of operations with Long Island City  location,Bumping  rights do not exist.,Plant Closing
1/20/2015,Plant  Layoff,"Federation Employment and  Guidance Services, Inc.","315 Hudson Street New York, NY 10013",New York/Queens/Bronx County,(212)366-8319,Health and Human Services,281,976,4/20/2015,Company Restructuring,"District Council 1707, CSAEU, AFSCME, AFL-CIO, Local 215",Plant Layoff
1/13/2015,Plant Layoff,New York Life Insurance  Company,"51 Madison Avenue New York, NY 10010",New York County,(212) 576-6598,Life Insurance,29,,To,Relocation of finance operations,There is no  union representation at this location.Bumping arrangements are not available for affected employees.,Plant Layoff
1/21/2015,Plant Closing,"Chancellor, Masters and  Scholars of the University of Cambridge","(aka Cambridge University  Press) 100 Brook Hill Drive West Nyack, NY 10994",Rockland County,(212) 337-5957,University  Newspaper,42,42,to,Economic,No union,Plant Closing
9/18/2014,Plant Closing,The Robert Mapplethorpe  Residential Treatment Facility,"327 East 17th Street New York, NY 10003",New York County,(212) 844-7673,Residential Treatment Facility,33,33,2/27/2015,Economic,"1199 SEIU United  Healthcare Workers East, 1199 RN Division",Plant Closing
1/15/2015,Plant Closing,Valley-Metro Barbosa Group  (at the Buffalo Federal Detention Facility),"4250 Federal Drive Batavia, NY 14020",Genesee County,(956) 287-7600,"Provide all detention, processing, transportation,  kitchen, laundry, warehouse and commissary services at the Buffalo Federal  Detention Facility.",256,256,1/31/2015,Loss of contract.,SEIU Local 200 United,Plant  Closing
1/21/2015,Plant Layoff,"Organic Avenue, LLC","43-46 10th Street Long Island City, NY 11101",Queens County,(212) 358-0500,Organic Food Products Manufacturing,38,73,1/21/2015,Economic,There are no  bumping rights and employees are non-union.,Plant Layoff
1/20/2015,Plant Closing,173 Food Corp.,"180 Third Avenue New York, NY 10003",New York County,(212) 254-1509,Grocery Store,30,30,4/24/2015,Economic,UFCW Local 342 &  RWDSU/UFCW Local 338,Plant Closing
1/15/2015,Plant Layoff,173 Food Corp.,"180 Third Avenue New York, NY 10003",Rockland County,(845) 602-3611,Pharmaceutical Products,50,1330,To,Company Restructuring,Local 95c ICWU/UFCW,Plant Layoff
10/14/2014,Plant Closing,RBC Capital Markets,"Technology, Operations and Functions One Liberty Plaza, 165  Broadway New York, NY 10006",New York County,(212) 428-6467,"Financial Investment Firm - Technology,  Operations and Functions groups",278,278,To,Transferred  to NJ location,RBC does not recognize bumping rights. Employees are not represented by any union.,Plant Closing
1/13/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,6,,4/7/2015,Economic,Bumping rights  do not exist.,Plant Layoff
1/5/2015,Plant Closing,The Palm,"Operated by Just One More Restaurant  Corp. 837 Second Avenue New York, NY 10017",New York County,(202) 775-7256,Restaurant,43,43,4/6/2015,Renovations,There are no  bumping rights and employees are not represented by a union.,Plant Closing
1/6/2015,Plant  Closing,"Aron Streit, Inc.","148-152 Rivington Street New York, NY 10002",New York County,(212) 475-7000 Ext 16,Bakery - production,25,25,to,Economic,Local 53 of  the BCTGM,Plant Closing
1/6/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,4/5/2015,Economic,Bumping rights  do not exist.,Plant Layoff
1/8/2015,Plant Closing,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Schenectady County,(646) 429-4729,Retail Store,90,90,to,Economic,The affected employees do not have bumping rights and are not represented by any labor organization or other representative.,Plant Closing
1/8/2015,Plant Closing,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Onondaga County,(646) 429-4729,Retail Store,87,87,To,Economic,The affected employees do not have bumping rights and are not represented by any labor organization or other representative.,Plant Closing
1/7/2015,Plant Layoff,"Spirit Airlines, Inc @  LaGuardia International Airport","Customer Service Operation Central Terminal Building, B  Concourse Flushing, NY 11371",Queens County,(954) 447-7863,Customer Service Operation,29,31,4/8/2015,Outsourcing operations,There is no  union that represents affected employees and there are no bumping rights.,Plant Layoff
1/6/2015,Plant Layoff,"Teva Pharmaceuticals USA,  Inc.","223 Quaker Road Pomona, NY 10970",Rockland County,(845) 362-7056,Pharmaceuticals production,4,31,will,Economic,"United Steel Paper and Forestry Rubber, Manufacturing,  Energy, Allied Industrial and Service Workers International Union, District 4.",Plant  Layoff
1/6/2015,Plant Closing,JC Penney - Store #2101  Hudson Valley Mall,"1300 Ulster Avenue, Suite 210 Kingston, NY 12401",Ulster County,(972) 431-1299,Retail Store,72,72,4/7/2015,Economic,Employees are  not represented by a union.,Plant Closing
8/18/2014,Plant  Layoff,Xerox Corporation,"800 Phillips Road Webster, NY 14580",Monroe County,(585) 423-1178,Photographic & Photocopying Equipment Mfg.,34,393,11/17/2014,Economic,"Workers United Rochester Regional Joint Board, Local  14A & International Union of Operating Engineers",Plant Layoff
10/27/2014,Plant Closing,"The Guild for Exceptional  Children, Inc.","1273 57th Street Brooklyn, NY 11219",Kings County,(347) 560-2353,Preschool,0,81,-----,Economic,CSEA,Plant Closing
1/2/2015,Plant  Closing,"Walmart Stores, Inc.","200 Sunrise Mall Massapequa, NY 11758",Nassau County,(210) 696-1773,Retail Store,295,295,3/6/2015,Economic,Affected  employees are not represented by a union nor do not have bumping rights.,Plant Closing
1/5/2015,Plant Closing,C. Wonder LLC,"1115 Broadway New York, NY 10010",New York County,(646) 532-2018,Women's clothing store,79,79,1/5/2015,Economic,Non-union and no bumping rights,Plant Closing
